article_name,country,region,rev_id,article_quality,population
Sethy Regenvanu,Vanuatu,OCEANIA,788200153,Stub,321.0
"Henry Parnell, 1st Baron Congleton",United Kingdom,EUROPE,788200810,B,67.16
Church Estates Commissioners,United Kingdom,EUROPE,788201186,Start,67.16
André-Hercule de Fleury,France,EUROPE,788206087,C,64.94
José Patricio Guggiari,Paraguay,LATIN AMERICA AND THE CARIBBEAN,788206580,Stub,7.255
Reza Alamouti,Iran,ASIA,788207923,Start,84.15
Albertas Šimėnas,Lithuania,EUROPE,788210857,Start,2.7939999999999996
Abdelkrim al-Khatib,Morocco,AFRICA,788211188,Start,35.952
Abd al-Rahman Shahbandar,Syria,ASIA,788211572,Start,19.398
Alberto Bustamante Belaunde,Peru,LATIN AMERICA AND THE CARIBBEAN,788212345,Stub,32.824
Alberto Cabero,Chile,LATIN AMERICA AND THE CARIBBEAN,788212410,Start,19.47
Joseph Ginat,Israel,ASIA,788213910,C,9.216000000000001
Alberto Goldman,Brazil,LATIN AMERICA AND THE CARIBBEAN,788214505,Start,211.812
Alberto Manuel Campos,Argentina,LATIN AMERICA AND THE CARIBBEAN,788215394,Start,45.376999999999995
Alberto María Fonrouge,Argentina,LATIN AMERICA AND THE CARIBBEAN,788215508,Start,45.376999999999995
Alberto Salom Echeverría,Costa Rica,LATIN AMERICA AND THE CARIBBEAN,788216895,Start,5.111000000000001
Juan Miguel de Esparza,Spain,EUROPE,788217432,C,47.635
Charles Caulker,Sierra Leone,AFRICA,788219552,Stub,7.977
Albino Pérez,Mexico,LATIN AMERICA AND THE CARIBBEAN,788219767,C,127.792
Sebastian Peregrin Zwyer,Switzerland,EUROPE,788221877,Start,8.634
Alfred Francis Russell,Liberia,AFRICA,788222226,C,5.058
Yassine Jaber,Lebanon,ASIA,788222239,Stub,6.825
Kulveer Ranger,United Kingdom,EUROPE,788222247,Stub,67.16
Harmeet Singh Kalka,India,ASIA,788225929,Stub,1400.1
Arti Mehra,India,ASIA,788226101,Stub,1400.1
Praful Goradia,India,ASIA,788226833,Stub,1400.1
Henri Konow,Denmark,EUROPE,788227132,Start,5.829
Karan Dev Kamboj,India,ASIA,788227720,Stub,1400.1
Rao Narbir Singh,India,ASIA,788227958,Start,1400.1
Shamsheer Singh Manhas,India,ASIA,788228676,Stub,1400.1
Mahesh Poddar,India,ASIA,788229081,Start,1400.1
Alcira Argumedo,Argentina,LATIN AMERICA AND THE CARIBBEAN,788229235,Start,45.376999999999995
Sanjay Kakade,India,ASIA,788231384,Stub,1400.1
Shefqet Daiu,Albania,EUROPE,788231444,Stub,2.838
Gangmumei Kamei,India,ASIA,788232679,Stub,1400.1
Radhabinod Koijam,India,ASIA,788232701,Start,1400.1
Khwairakpam Loken Singh,India,ASIA,788232721,Stub,1400.1
Alcibíades Arosemena,Panama,LATIN AMERICA AND THE CARIBBEAN,788233965,Stub,4.283
Mohan Charan Majhi,India,ASIA,788234283,Stub,1400.1
Stefan Kaufmann (politician),Germany,EUROPE,788234980,C,83.3
Henry Young (deputy governor),United Kingdom,EUROPE,788235487,Stub,67.16
Roman Dmowski,Poland,EUROPE,788236816,FA,38.368
Vembaukum Sadagopacharlu,India,ASIA,788238079,Stub,1400.1
Sami Venkatachalam Chetty,India,ASIA,788238631,Stub,1400.1
Médard Albrand,Guadeloupe,LATIN AMERICA AND THE CARIBBEAN,788239179,Stub,375.0
Shukraraj Shastri,Nepal,ASIA,788244527,C,29.996
A. R. B. Shuttleworth,United Kingdom,EUROPE,788246404,Stub,67.16
Nguyễn Thị Doan,Vietnam,ASIA,788246440,Start,96.209
Snyder Rini,Solomon Islands,OCEANIA,788246628,Start,715.0
Lindiwe Majele Sibanda,Zimbabwe,AFRICA,788247480,Start,14.863
Nguyễn Sinh Hùng,Vietnam,ASIA,788247538,Start,96.209
Alees Samaan,Bahrain,ASIA,788248398,Start,1.465
Michel d'Aillières,France,EUROPE,788248646,Stub,64.94
Mimoza Hafizi,Albania,EUROPE,788250379,Stub,2.838
Alejandro Aguinaga,Peru,LATIN AMERICA AND THE CARIBBEAN,788250421,Start,32.824
Alejandra Benítez,Venezuela,LATIN AMERICA AND THE CARIBBEAN,788252001,Start,28.645
Sándor Garbai,Hungary,EUROPE,788253270,Stub,9.767000000000001
Alejandro Peña Esclusa,Venezuela,LATIN AMERICA AND THE CARIBBEAN,788253940,B,28.645
Said Boualam,Algeria,AFRICA,788254131,Start,44.357
Béla Wenckheim,Hungary,EUROPE,788254453,Stub,9.767000000000001
József Szlávy,Hungary,EUROPE,788254718,Start,9.767000000000001
Amalia Solórzano,Mexico,LATIN AMERICA AND THE CARIBBEAN,788255145,Start,127.792
Aleke Banda,Malawi,AFRICA,788256607,Start,19.13
Sigismund von Götzen,Germany,EUROPE,788257097,Stub,83.3
Aleksandar Jablanović,Kosovo,EUROPE,788258267,Start,1.791
Sándor Simonyi-Semadam,Hungary,EUROPE,788259919,Stub,9.767000000000001
Mike Ovington,Australia,OCEANIA,788260223,Stub,25.754
Linn Htut,Myanmar,ASIA,788260717,Stub,54.70399999999999
Dezső Keresztury,Hungary,EUROPE,788261761,Stub,9.767000000000001
Manuel Colom Argueta,Guatemala,LATIN AMERICA AND THE CARIBBEAN,788264231,C,18.066
Abdou Labo,Niger,AFRICA,788266817,C,24.189
Abdulbari Al Arusi,Libya,AFRICA,788267111,Start,6.891
Horia Sima,Romania,EUROPE,788268965,C,19.241
Aleksandra Piłsudska,Poland,EUROPE,788270117,Start,38.368
Hubert Bourgin,France,EUROPE,788270212,Start,64.94
Aleksandras Abišala,Lithuania,EUROPE,788270564,Stub,2.7939999999999996
Chang King-yuh,Taiwan,ASIA,788271000,Stub,23.61
Ahmed El Maghrabi,Egypt,AFRICA,788271050,Start,100.803
Ahmed Ould Teguedi,Mauritania,AFRICA,788271171,Start,4.65
Simon Doria,Italy,EUROPE,788271591,Start,60.29600000000001
Henry Lémery,Martinique,LATIN AMERICA AND THE CARIBBEAN,788271645,GA,356.0
Simon Stefani,Albania,EUROPE,788272423,Stub,2.838
Ali Ashour,Libya,AFRICA,788275167,Stub,6.891
Alimsultan Alkhamatov,Russia,EUROPE,788275785,Start,146.733
Mehmet Sincar,Turkey,ASIA,788277003,Stub,83.73700000000001
Alena Arshinova,Russia,EUROPE,788277962,Start,146.733
Ștefan Foriș,Romania,EUROPE,788278193,B,19.241
Vasile Luca,Romania,EUROPE,788278489,GA,19.241
Anat Biletzki,Israel,ASIA,788278792,Start,9.216000000000001
Leonard Orban,Romania,EUROPE,788278860,B,19.241
List of chairpersons of the College Republicans,United States,NORTHERN AMERICA,788278977,Start,329.87800000000004
György Frunda,Romania,EUROPE,788279063,GA,19.241
Michel Charasse,France,EUROPE,788279410,Stub,64.94
Moni Singh,Bangladesh,ASIA,788280501,Stub,169.80900000000003
"Charles Sackville-West, 6th Earl De La Warr",United Kingdom,EUROPE,788286026,Start,67.16
"William Sackville, 10th Earl De La Warr",United Kingdom,EUROPE,788286101,C,67.16
"Sir John Acton, 6th Baronet",Italy,EUROPE,788286666,C,60.29600000000001
Dean Watkins,United States,NORTHERN AMERICA,788291574,Stub,329.87800000000004
Ndabaningi Sithole,Zimbabwe,AFRICA,788291899,C,14.863
Richard Kunze,Germany,EUROPE,788294002,C,83.3
Francesco Guicciardini (politician),Italy,EUROPE,788298055,Stub,60.29600000000001
Kasdi Merbah,Algeria,AFRICA,788299558,Start,44.357
Alexandra Skoglund,Sweden,EUROPE,788301751,Stub,10.377
Vesna Girardi-Jurkić,Croatia,EUROPE,788303012,Start,4.02
Ati George Sokomanu,Vanuatu,OCEANIA,788303161,Stub,321.0
Victor Wood,Philippines,ASIA,788304471,C,109.581
Dušan Pavlović (professor),Serbia,EUROPE,788306105,Start,6.957000000000001
Zvonimir Richtmann,Croatia,EUROPE,788306307,Start,4.02
Hermann Greulich,Switzerland,EUROPE,788306447,Stub,8.634
Ljudevit Vukotinović,Croatia,EUROPE,788309097,Start,4.02
Jamila Gallani,Pakistan,ASIA,788309755,Stub,220.94
Khurshid Begum Saeed,Pakistan,ASIA,788309771,Stub,220.94
Asma Arbab Alamgir,Pakistan,ASIA,788309778,Stub,220.94
Farzana Mushtaq Ghani,Pakistan,ASIA,788309798,Stub,220.94
Shireen Arshad Khan,Pakistan,ASIA,788309813,Stub,220.94
Tasneem Siddiqui,Pakistan,ASIA,788309965,Stub,220.94
Nisar Tanveer,Pakistan,ASIA,788309975,Stub,220.94
Rukhsana Jamshed Buttar,Pakistan,ASIA,788310015,Stub,220.94
Shaheen Ashfaq,Pakistan,ASIA,788310022,Stub,220.94
Rukhsana Bangash,Pakistan,ASIA,788310025,Stub,220.94
Fakhar-un-Nisa,Pakistan,ASIA,788310041,Stub,220.94
Fouzia Habib,Pakistan,ASIA,788310048,Stub,220.94
Shakeela Khanam Rashid,Pakistan,ASIA,788310050,Stub,220.94
Samina Mushtaq,Pakistan,ASIA,788310061,Stub,220.94
Nasim Akhtar Chaudhry,Pakistan,ASIA,788310069,Stub,220.94
Nosheen Saeed,Pakistan,ASIA,788310080,Stub,220.94
Bandar Al Hajjar,Saudi Arabia,ASIA,788310099,Start,35.041
Munira Shakir,Pakistan,ASIA,788310269,Stub,220.94
Rubina Saadat Qaim Khani,Pakistan,ASIA,788310272,Stub,220.94
Nahid Shahid Ali,Pakistan,ASIA,788310281,Stub,220.94
Shagufta Sadiq,Pakistan,ASIA,788310294,Stub,220.94
Fiza Junejo,Pakistan,ASIA,788310300,Stub,220.94
Khatu Mal Jeewan,Pakistan,ASIA,788310380,Stub,220.94
Reena Kumari (politician),Pakistan,ASIA,788310584,Stub,220.94
Farhat Khan (politician),Pakistan,ASIA,788310617,Stub,220.94
Simon van Slingelandt,Netherlands,EUROPE,788311468,Start,17.467
Chaudry Tussadiq Masud Khan,Pakistan,ASIA,788314460,Stub,220.94
Sheikh Tariq Rashid,Pakistan,ASIA,788314829,Stub,220.94
Mehreen Anwar Raja,Pakistan,ASIA,788316118,Stub,220.94
Frank Kabui,Solomon Islands,OCEANIA,788316120,Start,715.0
Tommaso Corsini,Italy,EUROPE,788317590,Stub,60.29600000000001
Alex Muthengi Mwiru,Kenya,AFRICA,788318024,Stub,53.528
Necmettin Karaduman,Turkey,ASIA,788319554,Stub,83.73700000000001
Lorenzo Ginori Lisci,Italy,EUROPE,788319626,Stub,60.29600000000001
Liao of Wu,China,ASIA,788323099,Stub,1402.385
Lee Stack,United Kingdom,EUROPE,788331972,Start,67.16
João Soares de Albergaria de Sousa,Portugal,EUROPE,788337807,C,10.255
Alexander Baxter,Australia,OCEANIA,788338278,Stub,25.754
Alexander Bortnikov,Russia,EUROPE,788340442,Start,146.733
Paulo Teixeira Jorge,Angola,AFRICA,788340602,Stub,32.522
Alexander Brown (Australian politician),Australia,OCEANIA,788340977,Stub,25.754
Alexander Busby (politician),Australia,OCEANIA,788341781,Stub,25.754
Society of the Friends of Truth,France,EUROPE,788347841,B,64.94
César Villanueva,Peru,LATIN AMERICA AND THE CARIBBEAN,788349308,Stub,32.824
Alexander Gordon (Australian politician),Australia,OCEANIA,788352231,Stub,25.754
Johann Hirter,Switzerland,EUROPE,788355447,Stub,8.634
Ahmed bin Muhammed Al Thani,Qatar,ASIA,788356989,Stub,2.839
Kohki Abe,Japan,ASIA,788357754,Start,125.96700000000001
Soliin Danzan,Mongolia,ASIA,788358840,C,3.361
Alexander Krivoshein,Russia,EUROPE,788360921,Start,146.733
Yoshinobu Shimamura,Japan,ASIA,788361621,Start,125.96700000000001
Seiichi Ikehata,Japan,ASIA,788362077,Stub,125.96700000000001
Ukraine without Kuchma,Ukraine,EUROPE,788362464,C,41.778
Alexander Longmore,Australia,OCEANIA,788362927,Stub,25.754
Eduardo Santos,Colombia,LATIN AMERICA AND THE CARIBBEAN,788363140,Stub,49.443999999999996
László Sombori,Hungary,EUROPE,788363884,Stub,9.767000000000001
Alexander Manuilov,Russia,EUROPE,788365418,Stub,146.733
Alexander McCabe,Ireland,EUROPE,788366626,Start,5.003
Somsanith Vongkotrattana,Laos,ASIA,788367353,Stub,7.242000000000001
Antonello Petrucci,Italy,EUROPE,788367939,Start,60.29600000000001
Son Sen,Cambodia,ASIA,788368060,C,15.497
Song Di (Fugu),China,ASIA,788369399,Start,1402.385
Song Lian,China,ASIA,788370334,Stub,1402.385
Song Qi,China,ASIA,788370364,Start,1402.385
Francisco de Salas Reynoso,Spain,EUROPE,788370425,Start,47.635
Joyce Steele,Australia,OCEANIA,788372187,Start,25.754
Alexander Park (politician),Australia,OCEANIA,788373785,Stub,25.754
Zoran Đorđević (politician),Serbia,EUROPE,788375144,Start,6.957000000000001
Tim Rieser,United States,NORTHERN AMERICA,788375638,Start,329.87800000000004
Alexander Portus,Australia,OCEANIA,788375836,Stub,25.754
Alexander Ross (Australian politician),Australia,OCEANIA,788377913,Stub,25.754
Sam Kooiker,United States,NORTHERN AMERICA,788378814,GA,329.87800000000004
Ronald Sørensen,Netherlands,EUROPE,788379046,Start,17.467
Alexander Tschäppät,Switzerland,EUROPE,788383246,Stub,8.634
Alexander Vladimirovich Konovalov,Russia,EUROPE,788384779,Start,146.733
Alexander Warren,Australia,OCEANIA,788385622,Stub,25.754
Alexander Zach,Austria,EUROPE,788387147,Stub,8.914
Golub Janić,Serbia,EUROPE,788387733,Start,6.957000000000001
Alexander of Athens,Greece,EUROPE,788388147,Stub,10.7
Mehmet Ali Aybar,Turkey,ASIA,788389990,Start,83.73700000000001
Gilbert Diendéré,Burkina Faso,AFRICA,788392863,C,20.903000000000002
Alexandra Kim,"Korea, South",ASIA,788392948,Start,51.781000000000006
Alexandra Moreno Piraquive,Colombia,LATIN AMERICA AND THE CARIBBEAN,788393678,Start,49.443999999999996
Alexander Tarasov,Russia,EUROPE,788394339,C,146.733
Alexandre Denguet Atiki,Congo,AFRICA,788397251,C,5.518
Guo Yongxiang,China,ASIA,788397778,Start,1402.385
Pen Sovan,Cambodia,ASIA,788398926,Start,15.497
Hamza Abu Faris,Libya,AFRICA,788399266,Start,6.891
Hans Jörg Schelling,Austria,EUROPE,788399479,Start,8.914
Hisham Ikhtiyar,Syria,ASIA,788403067,C,19.398
Alexandru Djuvara,Romania,EUROPE,788404375,Stub,19.241
Alexandru Sibirski,Moldova,EUROPE,788405559,Stub,3.535
Alexei Kondaurov,Russia,EUROPE,788406657,Stub,146.733
Hussein Abdi Halane,Somalia,AFRICA,788407760,C,15.892999999999999
Hussein Khairan,Yemen,ASIA,788407781,Start,29.826
Igor Yusufov,Russia,EUROPE,788409805,Start,146.733
Lia Olguța Vasilescu,Romania,EUROPE,788411025,C,19.241
Paul Spiegel,Germany,EUROPE,788411315,Start,83.3
Ion Caramitru,Romania,EUROPE,788411474,C,19.241
Reinaldo Azambuja,Brazil,LATIN AMERICA AND THE CARIBBEAN,788413287,Stub,211.812
Astrojildo Pereira,Brazil,LATIN AMERICA AND THE CARIBBEAN,788417583,Stub,211.812
Abdullah Naker,Libya,AFRICA,788419128,Stub,6.891
Ahmed Ounaies,Tunisia,AFRICA,788419387,Start,11.895999999999999
André Nzapayeké,Central African Republic,AFRICA,788419703,C,4.83
Imrana Saeed Jamil,Pakistan,ASIA,788421207,Stub,220.94
Imtiaz Sultan Bukhari,Pakistan,ASIA,788421407,Stub,220.94
Qudsia Arshad,Pakistan,ASIA,788421652,Stub,220.94
Aarre Simonen,Finland,EUROPE,788421714,Start,5.529
Angad Singh,India,ASIA,788422608,Stub,1400.1
Stanisław Srokowski,Poland,EUROPE,788423106,Start,38.368
Hama Amadou,Niger,AFRICA,788423448,B,24.189
Ignacio Milam Tang,Equatorial Guinea,AFRICA,788423887,Start,1.403
Prem Bahadur Singh,Nepal,ASIA,788424471,Stub,29.996
Izz al-Din al-Dawla,Iraq,ASIA,788425199,Stub,39.725
Bamir Topi,Albania,EUROPE,788425897,C,2.838
Jacques Sylla,Madagascar,AFRICA,788426063,C,27.691
Aleksandër Meksi,Albania,EUROPE,788427441,Start,2.838
Jean-Bernard Ndongo Essomba,Cameroon,AFRICA,788428146,C,26.598000000000003
Alexandre Martins Pamplona Ramos,Portugal,EUROPE,788431441,B,10.255
Angelo Acciaioli di Cassano,Italy,EUROPE,788431791,Stub,60.29600000000001
Michele Steno,Italy,EUROPE,788432611,Start,60.29600000000001
Alfred Conroy,Australia,OCEANIA,788432667,Stub,25.754
Galeazzo Visconti (envoy),Italy,EUROPE,788432686,Stub,60.29600000000001
Juan Bustos,Chile,LATIN AMERICA AND THE CARIBBEAN,788432921,Start,19.47
Juan Jiménez Mayor,Peru,LATIN AMERICA AND THE CARIBBEAN,788432948,Start,32.824
Kang Sok-ju,"Korea, North",ASIA,788434737,Start,25.779
Fu An,China,ASIA,788435525,Stub,1402.385
Godwin Obaseki,Nigeria,AFRICA,788436008,Stub,206.14
Khalil al-Hayya,Palestinian Territory,ASIA,788437086,Stub,5.008
Kim Byung-kee,"Korea, South",ASIA,788437529,Stub,51.781000000000006
Tommy Tanaka,United States,NORTHERN AMERICA,788439272,Start,329.87800000000004
Ali Yata,Morocco,AFRICA,788441300,Stub,35.952
Sven Gatz,Belgium,EUROPE,788441664,Start,11.515
Ogor Okuweh,Nigeria,AFRICA,788443858,Stub,206.14
Tadija Smičiklas,Croatia,EUROPE,788444830,C,4.02
Stanislas Spero Adotevi,Benin,AFRICA,788444840,Stub,12.209000000000001
Stanislav Shushkevich,Belarus,EUROPE,788444996,C,9.375
Mark Leviste,Philippines,ASIA,788446179,Stub,109.581
Alfredo Domínguez Batista,Cuba,LATIN AMERICA AND THE CARIBBEAN,788448171,Stub,11.280999999999999
Alfredo Fuentes Hernández,Colombia,LATIN AMERICA AND THE CARIBBEAN,788448510,Start,49.443999999999996
Adriana Puiggrós,Argentina,LATIN AMERICA AND THE CARIBBEAN,788449106,Stub,45.376999999999995
Alfredo Vera Arrata,Ecuador,LATIN AMERICA AND THE CARIBBEAN,788451065,Start,17.511
Tufail Ahmad Khan (politician),Pakistan,ASIA,788452234,Stub,220.94
Arveds Bergs,Latvia,EUROPE,788453587,Start,1.902
Yakubu Tali,Ghana,AFRICA,788454916,Stub,31.073
Yisrael Peled,Israel,ASIA,788455343,Start,9.216000000000001
Ferhat Mehenni,Algeria,AFRICA,788458570,Start,44.357
Luis Francisco Cuéllar,Colombia,LATIN AMERICA AND THE CARIBBEAN,788459129,C,49.443999999999996
Luis de Guindos,Spain,EUROPE,788459217,C,47.635
Algirdas Šemeta,Lithuania,EUROPE,788459730,Start,2.7939999999999996
Luz Helena Sarmiento Villamizar,Colombia,LATIN AMERICA AND THE CARIBBEAN,788459737,Start,49.443999999999996
Emil Steinbach,Austria,EUROPE,788461844,Stub,8.914
Mahmoud Mekki,Egypt,AFRICA,788461897,C,100.803
Mansour Hassan,Egypt,AFRICA,788463189,Start,100.803
Mihai Stelescu,Romania,EUROPE,788463729,C,19.241
Alhaji Chief Mucktarru-Kallay,Sierra Leone,AFRICA,788464366,Stub,7.977
Mario Villanueva,Mexico,LATIN AMERICA AND THE CARIBBEAN,788464629,C,127.792
Vytautas Einoris,Lithuania,EUROPE,788465013,Start,2.7939999999999996
Alexander Fitton,Ireland,EUROPE,788465586,C,5.003
Massouma al-Mubarak,Kuwait,ASIA,788466608,Start,4.691
Patrick Hennessey,Ireland,EUROPE,788466904,Stub,5.003
Ali Abd-al-Aziz al-Isawi,Libya,AFRICA,788467016,Start,6.891
Ali Abdi Aware,Somalia,AFRICA,788467049,Start,15.892999999999999
Ali Abu Al-Ragheb,Jordan,ASIA,788467361,Start,10.679
Maxwell Mkwezalamba,Malawi,AFRICA,788467423,Start,19.13
Luc Carvounas,France,EUROPE,788467459,Stub,64.94
Maya Kodnani,India,ASIA,788467526,C,1400.1
Laurence Merbury,Ireland,EUROPE,788467622,Start,5.003
Ali Ahmad Nasser al-Dhahab,Yemen,ASIA,788467676,Stub,29.826
Ali Akbar Ghoreishi,Iran,ASIA,788468106,Start,84.15
Anna Sterky,Sweden,EUROPE,788469417,Stub,10.377
Steuart family,United States,NORTHERN AMERICA,788471046,B,329.87800000000004
Stevan Knićanin,Serbia,EUROPE,788471264,C,6.957000000000001
Ali Haidar (politician),Syria,ASIA,788473610,Start,19.398
Mohamed Abu al-Qasim al-Zwai,Libya,AFRICA,788474662,Stub,6.891
Mohamed Osman Jawari,Somalia,AFRICA,788474831,C,15.892999999999999
Mohamed Saleh Qara'a,Yemen,ASIA,788474868,Stub,29.826
Mohammed Barkindo,Nigeria,AFRICA,788475043,Stub,206.14
Ali Khalif Galaydh,Somalia,AFRICA,788475455,Start,15.892999999999999
Ali Lamine Zeine,Niger,AFRICA,788476152,Start,24.189
Moussa Mara,Mali,AFRICA,788476772,Stub,20.250999999999998
Walter de Islip,Ireland,EUROPE,788476781,Start,5.003
Moussa Moumouni Djermakoye,Niger,AFRICA,788476782,C,24.189
Ali Mahdi Muhammad,Somalia,AFRICA,788476897,C,15.892999999999999
Adolf Ludvig Stierneld,Sweden,EUROPE,788477044,Start,10.377
Muhayadin Mohamed,Somalia,AFRICA,788477244,Stub,15.892999999999999
Ali Mohamed Daoud,Djibouti,AFRICA,788477918,C,988.0
Mustafa Rugibani,Libya,AFRICA,788478147,Stub,6.891
Ali Mohamud Mohamed,Kenya,AFRICA,788478252,Stub,53.528
Ali Nikzad,Iran,ASIA,788478867,C,84.15
Naif Mohammed Jasim,Iraq,ASIA,788479674,Stub,39.725
Ali Sa'ad Birnin-Kudu,Nigeria,AFRICA,788480390,Stub,206.14
Adolfo Chávez,Bolivia,LATIN AMERICA AND THE CARIBBEAN,788480632,Stub,11.633
Stockholms allmänna kvinnoklubb,Sweden,EUROPE,788480658,Start,10.377
Pierre Moussa,Congo,AFRICA,788481984,C,5.518
Rajinder Beri,India,ASIA,788482166,Stub,1400.1
Antonio Gutiérrez de la Fuente,Peru,LATIN AMERICA AND THE CARIBBEAN,788482343,Stub,32.824
Ali Taysir,Yemen,ASIA,788482602,Stub,29.826
Pedro Diez Canseco,Peru,LATIN AMERICA AND THE CARIBBEAN,788482749,Stub,32.824
Mariano Herencia Zevallos,Peru,LATIN AMERICA AND THE CARIBBEAN,788482865,Stub,32.824
Francisco Diez Canseco,Peru,LATIN AMERICA AND THE CARIBBEAN,788482960,Stub,32.824
Manuel Costas Arce,Peru,LATIN AMERICA AND THE CARIBBEAN,788483039,Stub,32.824
Luis La Puerta,Peru,LATIN AMERICA AND THE CARIBBEAN,788483137,Stub,32.824
Ali Younesi,Iran,ASIA,788483425,Stub,84.15
César Canevaro,Peru,LATIN AMERICA AND THE CARIBBEAN,788484203,Stub,32.824
Luis Edgardo Mercado Jarrín,Peru,LATIN AMERICA AND THE CARIBBEAN,788484829,Stub,32.824
Nicolas Tiangaye,Central African Republic,AFRICA,788485020,C,4.83
Luis Alva Castro,Peru,LATIN AMERICA AND THE CARIBBEAN,788485107,Stub,32.824
Aliagha Hasanov,Azerbaijan,ASIA,788485152,Start,10.107999999999999
Raúl Diez Canseco,Peru,LATIN AMERICA AND THE CARIBBEAN,788485354,Stub,32.824
David Waisman,Peru,LATIN AMERICA AND THE CARIBBEAN,788485419,Start,32.824
Lourdes Mendoza,Peru,LATIN AMERICA AND THE CARIBBEAN,788485516,Stub,32.824
Minamoto no Yoshinaka,Japan,ASIA,788485534,C,125.96700000000001
Marisol Espinoza,Peru,LATIN AMERICA AND THE CARIBBEAN,788485655,Start,32.824
Ijaz Shah,Pakistan,ASIA,788486140,C,220.94
Nur Hassan Hussein,Somalia,AFRICA,788489038,B,15.892999999999999
Omar al-Hassi,Libya,AFRICA,788491832,Start,6.891
Omran al-Zoubi,Syria,ASIA,788491984,Stub,19.398
Min Yaza of Wun Zin,Myanmar,ASIA,788493860,GA,54.70399999999999
Michael Nadli,Canada,NORTHERN AMERICA,788494381,Start,38.19
Pacifique Issoïbeka,Congo,AFRICA,788496218,Start,5.518
Henric Streitman,Romania,EUROPE,788498155,FA,19.241
Paul Biyoghé Mba,Gabon,AFRICA,788499373,C,2.231
Opoku Ware II,Ghana,AFRICA,788500043,Start,31.073
Pedro Miguel González Pinzón,Panama,LATIN AMERICA AND THE CARIBBEAN,788500522,GA,4.283
Anna Strohsahl,Germany,EUROPE,788503114,C,83.3
Marianne Aasen,Norway,EUROPE,788503326,Stub,5.3870000000000005
Alick Kay,Australia,OCEANIA,788504526,Start,25.754
Alieu Badara Saja Taal,Gambia,AFRICA,788509213,Stub,2.417
President of the Palestinian National Authority,Palestinian Territory,ASIA,788509815,B,5.008
Willie Dille,Netherlands,EUROPE,788512319,Stub,17.467
Miguel A. Suárez Fernández,Cuba,LATIN AMERICA AND THE CARIBBEAN,788512418,Start,11.280999999999999
Ramón Subercaseaux Vicuña,Chile,LATIN AMERICA AND THE CARIBBEAN,788513350,C,19.47
Vladimir Matveevich Gessen,Russia,EUROPE,788515181,Stub,146.733
Ramón Carrizales,Venezuela,LATIN AMERICA AND THE CARIBBEAN,788515451,Stub,28.645
Gaspard II de Coligny,France,EUROPE,788517891,C,64.94
Sugawara no Michizane,Japan,ASIA,788519653,C,125.96700000000001
Suhaila Seddiqi,Afghanistan,ASIA,788520176,Start,38.928000000000004
President of Ghana,Ghana,AFRICA,788520985,GA,31.073
Vice State President of the South African Republic,South Africa,AFRICA,788521857,Start,59.628
Pavel Sukhoi,Russia,EUROPE,788522293,Start,146.733
A K M Nurul Islam,Bangladesh,ASIA,788522848,Start,169.80900000000003
Vice President of Bangladesh,Bangladesh,ASIA,788523074,Start,169.80900000000003
Miguel de San Román,Peru,LATIN AMERICA AND THE CARIBBEAN,788523713,Stub,32.824
Sweyn Haakonsson,Norway,EUROPE,788523888,Start,5.3870000000000005
José Balta,Peru,LATIN AMERICA AND THE CARIBBEAN,788523937,C,32.824
Manuel Pardo,Peru,LATIN AMERICA AND THE CARIBBEAN,788524128,Start,32.824
Francisco García Calderón,Peru,LATIN AMERICA AND THE CARIBBEAN,788524459,Start,32.824
Remigio Morales Bermúdez,Peru,LATIN AMERICA AND THE CARIBBEAN,788524719,Stub,32.824
Ilgar Mammadov,Azerbaijan,ASIA,788525123,C,10.107999999999999
Rubén Darío Lizarralde Montoya,Colombia,LATIN AMERICA AND THE CARIBBEAN,788525833,Start,49.443999999999996
Salem Abdulaziz Al Sabah,Kuwait,ASIA,788529501,Start,4.691
Sandro Gozi,Italy,EUROPE,788531314,C,60.29600000000001
Sanoussi Jackou,Niger,AFRICA,788531680,C,24.189
Satya Faugoo,Mauritius,AFRICA,788532399,Start,1.265
Tom Pendergast,United States,NORTHERN AMERICA,788533743,C,329.87800000000004
Aliyu Doma,Nigeria,AFRICA,788534823,Start,206.14
Sergei Storchak,Russia,EUROPE,788536096,Start,146.733
Sergey Abisov,Russia,EUROPE,788536124,Start,146.733
Seyni Oumarou,Niger,AFRICA,788536914,C,24.189
Kisaburo Tokai,Japan,ASIA,788537180,Stub,125.96700000000001
List of Japanese Governors-General of Korea,Japan,ASIA,788537338,Start,125.96700000000001
Sherif Kamal Shahine,Egypt,AFRICA,788538311,Stub,100.803
Alketas Panagoulias,Greece,EUROPE,788539253,C,10.7
Sidya Touré,Guinea,AFRICA,788539447,Start,12.56
Sak Sutsakhan,Cambodia,ASIA,788540352,C,15.497
Yuko Tojo,Japan,ASIA,788542306,C,125.96700000000001
Meindert Wiardi Beckman,Netherlands,EUROPE,788542523,Stub,17.467
Tsai Ling-lan,Taiwan,ASIA,788549363,Stub,23.61
Suad Zeljković,Bosnia-Herzegovina,EUROPE,788550264,Start,3.281
Taieb Cherkaoui,Morocco,AFRICA,788555591,Stub,35.952
Tarek al-Zumar,Egypt,AFRICA,788556635,Stub,100.803
Mass'oud Mirza Zell-e Soltan,Iran,ASIA,788556797,Start,84.15
